INPUT:id	INPUT:text	OUTPUT:id	OUTPUT:plot	OUTPUT:image	OUTPUT:music	OUTPUT:actors	OUTPUT:plot_score	OUTPUT:image_score	OUTPUT:music_score	OUTPUT:actors_score	GOLDEN:id	GOLDEN:plot	GOLDEN:image	GOLDEN:music	GOLDEN:actors	GOLDEN:plot_score	GOLDEN:image_score	GOLDEN:music_score	GOLDEN:actors_score	HINT:text
96328_4	Впечатление такое что фильм снимал студент ВГИКа. Это просто отстой инфальтильный. Режиссер настолько глуп что не мог придумать как донести информацию о смысле операции как через прямое туповатое объяснение за кадром. Плюс бездарная игра студентов ВГИКа )))) Бред всивой кобылы одним словом как и большинство русских фильмов. Не стоит тратить свое время и портить настроение - Иншакову лучше заниматься трюками - это у него лучше получается.	96328_4	yes	no	no	yes	neg	neut	neut	neg										
98348_5	"Фильм однозначно понравился своей суровой атмосферой и полноценной концепцией. Хотя противостояние судей и преступников классически по-американски смазано нелогичным поступком судьи в конце и отеческим(хотя и суровым) отношением главной преступницы к своему большому дому. Тут ведь два полюса - либо общество закона и всё что хочешь помимо, либо общество понятий и самоорганизующаяся иерархия в рамках этих понятий. А тут Дредд прогибается под ситуацию уводя судей с позиций закона - это совсем не мудро. Так же не мудро как мать потакающая всем капризам своего ребенка в надежде дать ему всё самое лучшее.

На самом деле стоило бы пересмотреть критерии квалификации для судей - эта девушка-курсант могла бы очень эффективно участвовать в допросах вместо того, что бы воевать. Вместо этого он добавляет её в общую кашу судей. Но судьи, как мы видим и без того бывают всех мастей. 

В итоге все концы уходят в непреодолимые противоречия накапливаемые обществом закона с которыми человечество не справилось, как видно и в далеком будущем."	98348_5	yes	no	no	no	pos	neut	neut	neut										
103343_0	"К фильмам тюремной тематики за всю свою жизнь я обращался нечасто. Последним моим опытом подобных картин был немецкий фильм «Эксперимент» 2000-ого года где психологи бихевиористы проводили исследование как поведёт себя среднестатистический индивид  в тюремных условиях. Картина получилась поистине жестокая а потому не рискну её пересматривать во второй раз, ибо это сильный психологический триллер с глубоким влиянием на вашу подкорку где и полагается находиться подсознанию. После просмотра отходил три дня, благо человек я впечатлительный. И вот сегодня, утрамбовав впечатления после просмотра фильма «План побега» постараюсь отозваться о нём как можно подробнее чтобы представить вам моё мнение об этом фильме. 

Первое о чём я подумал, увидев трейлер фильма, «опять какой-нибудь олдскульный боевичок в духе Неудержимых», но понял что ошибался, потому что по задумке это гибрид между «Побегом из Шоушенка» и «Танго и  Кэш», потому что это первая половина фильма – это диалоговое кино с неплохим юмором и долей иронии, но здесь завязывается основной сюжет, традиционно простой он удивляет тем что хорошо проработан, хотя местами есть логические неточности, но на них особого внимания не обращаешь, всё компенсируется другими достоинствами. Мы имеем возможность наблюдать историю о том как одному из лучших специалистов по системам безопасности поручается проверка новейшей футуристической тюрьмы, в которой учтены многие недостатки обычных полицейских каталашек и за её проверку обещана нехилая кучка наличных, но не всё в сюжете так печально, ибо некоторые детали концовки я так и не смог предугадать, да и вообще в плане самой истории фильм далеко не из последних. 

Визуальный ряд фильм не богат, но стоит отметить операторскую и композиторскую работы, с некоторых опор оцениваю их в одном абзаце. Кадр построен так чтобы не упустить ничего важного и каждый яркий момент картины попал туда куда нужно, чтобы потом мы смогли насладиться той или иной деталью интерьера, раннее незамеченною или просто удачно детализировано окружение, что тоже является хорошим знаком, ибо это говорит о проработке фона, что отделяет фильм от халтуры на несколько шагов. Композитор создал музыкальные темы, которые хорошо отражают события, происходящие на экране. 

Динамика фильма идёт по восходящей от практически отсутствия в первой половине, до постепенного нарастания действия с середины и первые перестрелки уже ближе к концу фильма. Эффектные взрывы, догонялки, мелкие перестрелки, всё это играет на общую зрелищность, кино получилось достаточно зрелищным и я как зритель в этом плане был удовлетворён. Фильм не совсем оригинальный и такие темы воплощались раньше и в лучшем исполнении, но попытка старой гвардии реально подтвердить что она старая и поразмыслить о великом мною засчитана, поскольку Слай и Арни сумели сочетать в одном фильме и неплохие диалоги и динамичность, присущую боевикам далёких лет с их участием. 

Не могу не прописать абзац о жажде Свободы, коль уж привёл в качестве примера фильм ""Побег из Шоушека"", в данном фильме она не была жизненной необходимостью, а скорее как конечной целью повествования, поскольку без этого как мне кажется фильм бы не получился. Фильм Фрэнка Дарабонта даёт нам сильное философское кино о жажде жизни вне стен, но для кого-то это стало единственно возможной средой обитания, оказавшись за пределами тюрьмы они оказывались наедине с собой и уже не могли устроиться в обществе и завершали свою жизнь трагичным образом.  

Актёрская игра. Сильвестр Сталлоне и Арнольд Шварценеггер – их нельзя рассматривать в отрыве друг от друга, ибо всю тюремную часть фильм они провели вместе, помогая друг другу, не то чтобы они показывали какую-то наградную убедительность, но они в своих родных амплуа и проявляют себя достаточно убедительно, отыгрывая успешно свои роли. Джеймс Кэвизел вновь меня приятно поразил, не имел возможности лицезреть его со времён «Радиоволны», где его партнёром по площадке был Дэннис Куэйд, где они вместе смотрелись просто замечательно. Здесь же он играет владетеля погубленных судеб, надзиратель всея тюрем Хоббса, и здесь он действительно похож на бога, устанавливая свои порядки и наказывая за провинности, олицетворяя всю ту гниль, за какую могут хаять систему правосудия, актёр выжал из себя максимум и создал достоверный образ злодея, запомнился. Пройдёмся также по работе наших актёров дубляжа. Владимир Антоник стал привычным уху голосом Сталлоне и в этот раз он хорошо звучал и интонировал. Сергей Чихачёв озвучивал Арни, хорошо сделал, ухо голос не резал, актёры сработали хорошо, мне нравится как работают, не хочу к ним придираться 

Резюмирую: Отличный фильм для олдфагов и ретроградов, вся нелогичность и шероховатости отходят на второй план, когда видишь как существуют на экране Слай и Арни, эти два человека по сути и делают это кино смотрибельным, тем же кто не испытывает трепета может посмотреть на сильный триллер пополам с боевиком, не далеко уходящий от шаблонов боевиков конца XX века, но фильм способен доставить удовольствие, что уже немало. Мне же фильм очень понравился и я поставлю ему твёрдую девятку. Всем Добра и приятного Просмотра!"	103343_0	yes	yes	yes	yes	pos	pos	pos	pos										
105666_0	"Сложная военная драма, которая ставит выбор человека и долг перед родиной на разные чаши весов. Режиссёр показал не только способы восприятия войны, но и высмеивание людей, хорошие монтажные приёмы и воззвал к рассуждению о положение вещей. От разговора полковника с генералом, где экспозиция открывает перед нами Западный фронт и Первую мировую войну до наступательных действий и недальновидности высшего командного состава.

Снова обращаюсь я к цитате Ремарка, так как актуальная проблема на все времена, «На Западном фронте без перемен»: «Чей-то приказ превратил эти безмолвные фигуры в наших врагов; другой приказ мог бы превратить их в наших друзей. Какие-то люди, которых никто из нас не знает, сели где-то за стол и подписали документ, и вот в течение нескольких лет мы видим нашу высшую цель в том, что род человеческий обычно клеймит презрением и за что он карает самой тяжкой карой». В картине всего одно боевое действие и последствия, но основа вращается вокруг приказа и инстинкта самосохранения.

Монтажная склейка с наплывом кадров: ещё не закончился один, как в это время образуется второй, призрачно окрашивая первый до полного его исчезновения. Одним кадром, зафиксированным в эпизоде, камера проходит по длинным окопам, позволяя оценить индивидуальность режиссёра. Много специфических фишек легенды, отчего замечаешь все штрихи, полностью погружаясь в картину.

Война — страшная вещь. А когда поступают невероятные приказы, то «Тропы славы» преподносят огромный спектр эмоций. Кубрик отлично демонстрирует разницу не только в опыте, но и в возрасте персонажей. Закалённый в бою офицер и горстка новобранцев. Рассуждение о способах смерти демонстрируют страх солдат, которые пытаются его затмить смехом. Здесь нашлось место и мерзким качествам человека, и гуманизму, но бой между долгом и жизнью играет в сою игру, которая может потребовать более высокую плату. Нам демонстрируют невозможность действовать под страхом смерти и градом пуль, где твой порыв может утихомирить пулемётная очередь. Сложно и страшно. Последствия предсказуемые, но зритель ещё надеется на здравый смысл.

Бороться с дезертирами можно только одним способом, и он очень жестокий. Здесь двоякий, гротескный образ генерала, который отсиживается в штабе, отдавая безумные приказы, и командира батареи, который понимает весь абсурд приказа. Великолепная расстановка приоритетов, ты понимаешь обоих героев, отчего доводы каждого звучат оправдательно. Фильм дарит отличное раскрытие персонажей, ставит их в условия нервных предрассудков и показывает великолепный сюжетный ход.

Впечатлил Кирк Дуглас — его стойкий дух будто вдохнул жизнь не только в общую картину, но и вызвал глубокое уважение, как солдат, так и зрителей. Майкл Дуглас сильно похож на отца, так как у них общие черты лица, оба безупречно смотрятся на экране. Картина культовая, отображающая выбор человека и его действия под знаком смерти, а условия власти диктуют свои строгие правила, отчего рождается равновесие: жить или не жить."	105666_0	yes	yes	no	yes	pos	pos	neut	pos										
98398_4	Фильм очень понравился. Советую всем посмотреть.Вызывает самые сильные чувства...И сказать,что фильм не о любви...Как раз таки он о любви, здесь присутствует романтика,нежность в отношениях,трепет. В жизни сейчас не так просто встретить такие красивые отношения.Всё как в сказке. Фильм заинтересовал с первой минуты просмотра. Просто так люди не встречаются,это судьба,которая каждому из них подарила право на счастье,любовь!	98398_4	yes	no	no	no	pos	neut	neut	neut										
110311_0	"Любой пикапер или просто соблазнитель прекрасно знает, что умеючи шустро укладывать красивую даму сердцу в кровать – ты становишься на шаг ближе к тому, чтобы править этим миром. Ведь кто как ни женщины – путь стремительного прогресса любого мужчины и его развития. В общем, спать с женщинами, а женщинам с мужчинами – это хорошо и, думаю, никто с этим не поспорит! И по этой части, как и в любом другом направлении этой нескучной жизни, есть свои категории, течения, иерархии… В частности, есть соблазнители – которые (в частности, как упоминалась в титрах – группа РМЭС, или как говорилось на постере – Великий гуру Алекс Лесли) просто любят  девушек, любят спать с ними, умеют их быстро укладывать, наслаждаются соблазнением, наслаждаются девушкой и мирно с ней расходятся, если этого хотят, а может и продолжают периодически встречаться. В общем, цель соблазнителей – просто соблазнить, получить удовольствие, а дальше как захочешь. Пикаперы (не путать с соблазнителями) – нечто более грубое в понимании толпы, а иными словами, пикап – спортивный интерес трахнуть любую указанную бабу и плевать что дальше с ней. Тупо спорт. Тупо эмоции. Тупо секс.

..С одной стороны, почти всё то же самое… С другой – могут быть жертвы…
Но наш фильм, к счастью не о жертвах! И вообще, он один из немногих, где нет плохих персонажей, есть только те, кто нравится больше всего, а кто не нравится!

Разумеется, отталкиваясь от громкого и явно интересного для любой молодежи названия, снять можно было много чего и с разных ракурсов, но создатели сосредоточились на трио молодых четверокурсниках, два из которых пикаперят, а третий, ни на что не претендуя, им в этом помогает! Так вот, из этих двоих выделяется высокий, стройный, смазливый Андрей – главный в трио, второй – чуть менее симпатичный, но спортивный и такой же активный пикапер Руслан. Устроив между собой соревнование по количеству приспущенных штанов и белых излияний вкупе с женщинами, они идут своей дорогой, наслаждая себя, свои члены, ничего не подозревающих девушек и женщин, радуясь жизни, соревнуясь, развиваясь и вставляя. Но, само собой, всё так красиво и спокойно продолжаться не может, и нам вводят в сюжет новое направление, позаимствованное нагло из советского фильма «Девчата» - спор на ЛЮБОВЬ! Только если в СССР спорили в Тайге на шапку, то здесь в Москве – на какие-то бабки… Сказано? Сделано! И оба пикапера увиваются за ничего не подозревающей крокодильной девушкой, в итоге – само собой, руша той сердце своим спором (всё как и в «Девчатах»…) Попутно с этим, третий дружок по кличке Чуб не без помощи Андрей знакомится с девушкой, спит с ней, встречается и, само собой (для драматургии) – влюбляется! Андрей, будучи матерым мастером и знатоком женских глаз, не убеждая Чуба, что любовь мальца ни к чему хорошему не приведет, собственночленно ему это доказывает, и парень прыгает с балкона…

…Заканчивается этот недолгий (час семнадцать) фильм кадрами со свадьбы крокодила и Руслана, словами Чуба о том, что, слава Богу, жив и информацией о том, что Андрей уехал в Бразилию, а где сейчас он – никто и не знает… И, судя по всему, узнавать не собирается…

Вот такой вот сюжет, у российского ответа голливудскому «Бабнику» с Эштоном Катчером, вышедшему незадолго до этого…

…По ощущениям – довольно лёгкий фильм. Абсолютно не грузит и не напрягает. Довольно интересный. Красивый. Простой и понятный.

Нас не раз и не два знакомят с пикапом – собственно, мы этого и ждали. Знакомят с отдельными фишками ребят, направлением их мыслей, поведением, образом жизни – но всё, правда, без углубления в тему, а так… поверхностно! По крайней мере, мы также можем узнать, откуда у ребят такое желание спать на спор и считать своих «жертв». У каждого, как оказалось, свои причины. Андрей, например, с самого детства привыкший к похождениям, приходам  ох-ам и ах-ам всё новых гостей своей мамы, вместе с её молоком впитал её разгульный образ жизни и желание добавиться того, что нужно – через постель. И он прекрасно осознает это и винит в этом мать, идя по её же пути с мыслями: «раз так со мной поступали, и так со мной было, вот так и я буду!» И сцена с проснувшимся маленьким ребенком, который смотрит на уходящего Андрея – об этом и говорит. Для Руслана, учитывая его образ жизни, это просто спортивный интерес и удовольствие, не более! Глядя на него прекрасно осознаешь, что травмы душевной, как у Андрея, из-за которой Андрей никогда не будет влюбленным и счастливым на любовь пока не отпустит эту травму в прошлое, так вот травмы душевной у Руслана нет. А подобные соревнования – не более чем продвинутая игра для молодых. Чуть позже – в планах Андрей – жениться и завести семью. Его кузен Чуб – пошёл и того дальше, фактически не против семьи уже сейчас, потому и держится отдельно от соревнований ребят и не желает вникать в тему. Он, будучи ещё ребенком, верит в чистую любовь и красоту отношений… Как видим, расход в разные стороны трёх некогда хороших друзей был неминуем в принципе, потому как у каждого из них были свои интересы на жизнь. И если интересы двух кузенов были похожи, то Андрей всё продолжал бы и дальше трахать и трахать. Потому и не стоит сожалеть о том, что наглядный пример Андрея для Чуба или ситуация со спором внесли раскол в это трио. Это жизнь… Так действительно бывает…

… Самое интересное, что и Андрея ведь не обвинишь – потому что его перепихон с блондинкой – желание уберечь Чуба от дальнейших подобных проколов… Кто ж знал, что так поведет себя Чуб… А в отношении рыжей девушки – и он, и Руслан – просто и думать не могли, что кто-то влюбится в неё…

То есть какой-то антиагитаации в сторону пикапа – от создателей фильма мы не видим. То, что произошло в фильме – просто стечение обстоятельств и каждый прав по-своему. В то же время – и за пикап авторы не агитируют, давая понять, что играть в игры хорошо, но заигрываться нельзя. Играть с чувствами не стоит!

Подводя итог, скажу что фильм мне по душе.Понравился!  Я давно интересуюсь этой темой и было интересно взглянуть на фильм про данную тематику. Конечно, хотелось бы больше увидеть приёмов и ситуаций с соблазнением девушек, но и без того, в фильме есть на что посмотреть и на кого. Как, например, на Костю Крюкова и отсутствие его знаменитых кудряшек. Хотя и без смазливого Кости Крюкова, фильм действительно красивый. Осенний. Молодежный. Есть чему поучиться, а где-то просто подсмотреть. Или просто насладиться легким жизненным кино…"	110311_0	yes	no	no	yes	pos	neut	neut	pos										
103418_1	"Сразу абстрагируемся от темы правильности и адаптивности переводов названий зарубежных картин в нашем прокате — тема слишком болезненная, просто сделаем небольшую ремарку, что оригинал и «наш» вариант не идентичны и будем двигаться дальше.

В основе сюжета концепция построения общества Соединенных Штатов в недалеком будущем — у них все хорошо: рекордно низкие безработица и уровень преступности, благосостояние населения зашкаливает, экономический рост пробил все мыслимые потолки, мораль, нравственность и культура во все поля... Но при этом есть один небольшой нюанс — раз в год «кратос» говорит своему «демосу», что они предоставлены сами себе на 12 часов — можно делать, что угодно и за это потом ничего не будет.

Практическое воплощение чудес американского законотворчества показано в фильме на примере одной семьи и укладывается в почти суточный хронометраж.
Идея, при кажущейся на первый взгляд простоте, достаточно интересная и глубокая — проработай ее авторы чуть глубже, и, кто знает, можно было бы пытаться прыгнуть выше головы и посягать на лавры таких антиутопичных столпов как «451 градус по Фаренгейту», «1984» и т.д.

Но создатели явно сделали акцент на зрелищности, показательной жестокости и ультра насилии. Экшена много, диалогов мало, мотивация персонажей если где-то и вызывает вопросы — они не успевают задаваться, потому что темп повествования стремительный.

Про актеров можно говорить долго и обстоятельно. Но в целом, чтобы не пускаться в пространные рассуждения, можно сократить этот пункт до тезиса «взрослые актеры, исполняющие главные роли, великолепны, детям и подросткам еще есть куда расти».

Фильм мог бы получиться очень глубоким, философским и ставящим неудобные вопросы современному социуму, но вектор сюжета пошел совершенно в ином направлении. Этот выбор по-своему оправдан — взамен на выходе получился бодрый слешер и отличный образчик напряженного триллера, в котором буквально до последней минуты, до финальных титров нет четкой уверенности в том, кто доберется до финала живым, а это в картинах подобного жанра один из основных критериев высокого качества."	103418_1	yes	yes	no	yes	pos	pos	neut	pos										
97656_0	"Фильм начинается довольно интересно. Репортёрша вместе со своим оператором начинают съёмку в пожарном депо. Сперва зрителю показывают, как отдыхают пожарники, чем питаются, как срываются с места в случае вызова. Уже на этом этапе фильм интригует, но главная героиня вызывает неприязнь. Совершенно неудачный выбор актрисы.

Второй этап ""Карантина"" можно назвать ""завязкой"". Он самый короткий. 
Герои оказываются заперты в странном старом доме, где жильцы набрасываются друг на друга, заражая бешенством. 

Следующий блок самый длинный. Зрителю пихают типичные приёмы для документалки: дрожащая камера, вопли, беготня, паника. Сказать честно, совершенно не впечатлило. У меня вертелся только один вопрос в голове: ""почему дебильные полицейские заблокировали дом, тупо оставив людей погибать?"". Это же настоящий скандал, по идее. Это аморально и не особо убедительно выглядит. 
Вопли утомляли, а неплохой с виду сюжет превратился в бездумную мясорубку.  Один за другим персонажи умирают и тут создателям плевать, кто они и какие. 

В общем, фильм для любителей бездумных смертей и крови. До ""Ведьмы из Блэр"" этому творению далеко, ибо психологии ноль. И страшно не было нисколько, ни один эпизод не заставил вздрогнуть и испугаться. Как по мне, пустой фильм, на который не стоит тратить время."	97656_0	yes	yes	no	yes	neg	neg	neut	neg										
112172_0	"Наверняка у каждого был знакомый или знакомая, который так по-ребячески с наивностью хвастался вроде: ""А я уеду насовсем. Уже вещи пакую"" или ""Да идите вы все...Меня вот завтра уже тут не будет, я уезжаю навсегда"" (похоже на сюжет фильма «Облако-рай»). Проходит какое-то количество дней, недель, месяцев, а человек все не уезжает и не уезжает, как обещал. И тут окружающие язвительно начинают подкалывать мол ""Чтож не уезжаешь-то?"" А хвастун, уже немного сбавив энтузиазм, находит отговорки, но ""кормит затраками"", что вот-вот уедет. И так он никогда никуда и не уезжает. Вот и с нашей Лилей произошло нечто подобное. Ну почти. За исключением того, что она все-таки уехала. 

Бесспорно талантливый шведский режиссер Лукас Муддисон, умеющий прочувствовать атмосферу подростковой жизни (взять хотя бы его гениальный фильм ""Покажи мне любовь"" 1998 года о молодых бунтарках), в 2002 году порадовал зрителей удивительно реалистичным в стиле документалистики фильмом ""Лиля навсегда"", где речь пойдет о русской девочке, брошенной на произвол судьбы. Фильм насыщен той изящной недосказанностью, которую досказывать не надо. Жила мама с дочкой и тут вдруг решила уехать в Америку с новым бой-френдом. Притом не сказано на каких основаниях, кто он, где познакомились и как там будут жить, но стоит просто сам факт, что все переезжают. Правда потом Лилю ставят в известность, что желанная поездка состоится без нее, а она приедет потом. Почему? Да вот так они решили и все. Ребенок остается на негласном попечении какой-то тетки, которая бесцеремонно выгоняет Лилю из квартиры, а у девочки нет ни элементарных юридических познаний о своих правах и обязанностях или на крайний случай хорошего взрослого, который мог бы за нее постоять. И ей приходится довольствоваться своим юношеским, неопытным чутьем, которое, к сожалению, ее подводит. Она встречает молодого, симпатичного парня, который зовет ее уехать с ним в Швецию, устроить на работу и даже загранпаспорт сам ей делает, правда... с другим именем и в последний момент находит левую причину, чтобы не ехать с ней. Подозрительно? Да, но не для 16-летней брошенной девочки, для которой это, по ее мнению, единственный шанс куда-то выбраться, да и как было сказано выше, похвастаться надоедливой дворовой шпане. 

Конечно, не исключено, что ее ветреная мама может и присылала какие-то письма или деньги Лиле, но та просто не проверяла нужный почтовый ящик или делала это не вовремя, может ей стоило немного «включить» голову и обратиться за помощью хотя бы к какому-нибудь учителю, в определенный момент на чужбине стоило бы закричать, но нет... Несмотря на преобладание грязных исписанных подъездов, обшарпанного интерьера, невоспитанной молодежи, фильм все равно умудрился не скатиться до ""чернухи"" как «Точка», а сумел сохранить свое художественное достоинство, а саундтреки конца 90-х начала 2000-х вроде ""Нас не догонят"" как нельзя кстати дополняют колорит социальной убогости. Даже удивительно, насколько одновременно жалким и милым  может быть момент, когда Лиля на честно заработанные копейки идет купить себе и маленькому другу чипсы, сухарики, колу и прочий подножный корм. За счет таких теплых мелочей фильм выглядит предельно естественным и в какой-то степени даже добрым. Конечные жалостливые кадры о том, как всё могло бы быть и как всё стало оставляют тень печали, особенно зная, что такая история произошла с сотнями и тысячами детей. И тем не менее попытки искать виноватых всегда заводят в тупик, поэтому бесполезны. С Лилей просто случилась жизнь."	112172_0	yes	no	yes	yes	pos	neut	neut	neut										
106061_2	"Очень трогательная история, основанная на реальных событиях. Сюжет прост, но преподносится, как положено драме, постепенно и со вкусом. Еще одно доказательство того, что Клинт Иствуд может снимать картины различных жанров на высоком уровне. Что же, посмотрим на фильм.

У главной героини пропадает ребёнок. Мать, которая растит сына в одиночку, сразу начинает предпринимать меры по поиску. Всё туманно предстаёт зрителю. В процессе просмотра я делал множество догадок. События так красиво вносят в сюжет новые элементы, каждый раз добавляя немного фактов из прошлого, открывая некоторые события из настоящего, что невольно начинаешь вместе с героиней расследовать дело. Сильный интерес пробуждается, когда полиция подключается к делу, и вот тут происходит главный сюжетный поворот. Исходя из названия фильма, можно догадаться, что случилось. Дабы не вдаваться в большие спойлеры, вкратце поясню. И зрители, и мать логично всё ставят на свои места, но больше единомышленников нет. Абсурд или, скорее всего, оплошность блюстителей порядка заставили меня выплеснуть поток негодования на происшествие. 

В итоге, главная цель по поиску выполнена, а детективное бюро и шеф полиции предстают в лучшем свете. Именно подмена заставляет обратить внимание на главную героиню. Всякие доводы, результаты обследования и беседы с врачами доводят женщину до истерик. Сами посудите, материнское чувство ни за что не обманешь, но на долгой лжи человек меняется. И здесь только зрители способны ясно видеть картину. Огромная тоска наступает, когда наблюдаешь, как героиня всё скатывается и скатывается в пучину беззакония. Но лишь малая надежда и осознание своей правоты заставляют пробираться через пучину бед и страданий. Сильная женщина, любящая мать и справедливый человек. 

Завершая повествование, хочу добавить, что хоть у нас и непредвиденный финал, всё же он имеет временной характер. Кино закончилось, но не закончилась история, и даже новостные титры в конце заставляют гадать. Вот так красиво закончить фильм, на ноте надежды – превосходная работа. В одном эпизоде был чётко виден киноляп, пусть он и незначительный, и взаимодействует только со второстепенным персонажем, но всё же обращает на себя внимание.

Поначалу мне было трудно привыкнуть к имиджу Анджелины Джоли в этом фильме. Как героиня Джоли сыграла превосходно. Эмоции, чувства – всё говорит об актёрском таланте и грамотной работе оператора. Но стиль одежды и аксессуаров какое-то смятение вызвали. Всё же я привык к более современным её ролям. P.S. Пожалуй, женский взгляд лучше сможет описать данный образ. 

Картина впечатляющая и наполнена прекрасными чувствами. Да, возможно, на один раз, но в памяти она закрепилась полностью."	106061_2	yes	no	no	yes	pos	neut	neut	pos										
