INPUT:id	INPUT:text	OUTPUT:id	OUTPUT:plot	OUTPUT:image	OUTPUT:music	OUTPUT:actors	OUTPUT:plot_score	OUTPUT:image_score	OUTPUT:music_score	OUTPUT:actors_score	HINT:text
71646_1	"
Странный мир искаженных фантазий уводит простого клерка в радостную негу действия. Пожить. Взять чужие деньги и пожить. От рассвета и до полуночи. А дальше, будь что будет. Вот уж в действительности настоящий фильм ужасов для немецкого менталитета. 

Садуль пишет об этом фильме более, чем восторженные отзывы. Современники считали его более удачным отражением стилистики, изысканно найдено Вине в картине про доктора Калигари. Садуль приводит одну из критических рецензий от 1966 года: Это единственная экспрессионистская картина, тема которой никак не привязана к иррациональному и малопонятному словесному шлаку. Нельзя не видеть и социальные цели фильма. То есть, киношная элита превозносила ленту.

Просмотрев оба фильма, я сформировал и собственное мнение. Фильм Вине  прогрессивен во вех отношениях. Это был настоящий прорыв. Ну а как и любая новация, этот фильм был слишком непонятен для современников. Ну а От рассвета до полуночи  прост и понятен. По форме соблюдены все модные тенденции калигаризма. Ну а по сути  это обычная театральная постановка. Тут не будет присущего работам Вине внутреннего накала, мистического напряжения и непонятной рациональности. На фоне кривых авангардных декораций развернется вполне обычная история, отправляющая нас к теме социопатии на волне бедности.

Я не вижу в этой ленте тех преимуществ, которые привнес Вине. Однако, убежден, что для своих современников работа Карла Хайнца Мартина была куда ближе, в силу своей простоты и незатейливости. 

Так что, я совсем ничего интересного не увидел в этой ленте. Неловкая попытка ухватиться за принадлежность к тренду  калигаризму. Не более того. Отсюда и такая оценка  

2 из 10"		yes	no	no	no	neg				
71831_1	"
Фильм отличает мастерский монтаж. Перед зрителем разворачивается широкое импрессионистическое полотно жизни большого города. Каждый кадр или фрагмент находится в диалоге с соседними  это и создает разнообразнейшую музыкальную ткань. 

 ежиссер не стремился к драматической динамике, но фильм, разделенный на акты, имеет ощутимую ритмику, подчеркнутую наложенной музыкой. К концу каждой части идет заметное усиление темпа, образно это выражается через мощную жизнь механизмов  заводов, поездов  это индустриальный ритм, который авангард воспринимал, как новую поэзию: трубные выдохи заводов, ходящие части механизма на конвейере, капельки пота, катящиеся по паровозу, волевые линии рельс. Вот он новый прекрасный и яростный мир! В нем еще нет усталости от бессмысленности повторения, только звучание сверхмощного сердца, заразительная устремленность.

Вальтер  уттманн  один из ярчайших документалистов  относится к немецкому киноавангарду. Тяга к изобретательству и смелый эксперимент отличают многие работы этого периода. В этом фильме нет архаичности, которая порою чувствуется в старом кино, он увлекателен и современен. 

Симфония большого города практически лишена политической окраски. Хотя смотря это кино сейчас, нельзя не заметить мелькнувший образ брехтовской Иоанны скотобоен. В отличие от Фрица Ланга, Вильгельма Мурнау или Эрнста Любича  уттманн не покинул Германию с установлением 3 рейха. Но в Берлине 1927 года еще нет неминуемых предчувствий и наползающих теней, ведь еще остается будущим и Триумф власти (где  уттманн был одним из сценаристов), и Немецкие танки. Только в нашем сознании коротко вспыхивает тревожность от выкриков газетчиков и надвигающихся заголовков.

9 из 10"				yes	no		pos	pos		
79667_4	"
Как по мне, перекрывает просто всё хорошее впечатление от первой части, лучше бы они на ней и остановились. 

Девушка, узнавшая о гибели своего возлюбленного в начале мультфильма не могла с этим смириться, но к середине, когда появился другой молодой человек, которого тоже, кстати, зовут Джон, (это ирония такая?!), она забывает о своём горе и между ними начинают развиваться отношения. Даже главной злодей говорит ей: Хорошо, что Джон Смит умер, ему бы не пришлось смотреть, как ты променяла его на другого

В конце фильма она узнаёт, что Джон Смит жив и что она делает? о! Ты жив! Мне сказали,

что ты умер никакой уже любви нет. Он стал для неё обузой, поскольку у неё уже новый Джон и новые отношения. А в конце, когда она собирается плыть домой, Смит предлагает ей путешествовать вместе, как они хотели в первой части. Но героиня уже его не любит и говорит у нас разные пути. Смит говорит Надеюсь, ты найдёшь своё счастье. По-моему это сцена просто абсурдна: ладно Покахонтас, которая уже нашла ему замену, но Джон, который сказал ей при встрече я каждый день думал о тебе, так просто её отпускает? Что-то мне не верится.

На этом они расстаются, и главная героиня уплывает домой с новым Джоном, который ради неё отказался от титула советник королевского суда. Чему должен научить этот треугольник я не знаю. Конец, по мне таки, совсем не удачный.

3 из 10

только из-за красотки Покахонтас"		yes	no	no	no	neg				
86333_0	" Однажды в моей семье, когда тема разговора коснулась великого советского исполнителя песен Владимира Семеновича Высоцкого, моя мама спросила бабушку, мол, помнит ли она его? И в противовес чувству гордости за музыканта последовала первая реакция бабушки: Это который наркоман был? Ужасная реакция.

На протяжении всего фильма я наделся увидеть и услышать играющих  оллингов, но, однако, глубоко обломался Ну ладно, пусть фильм конкретно про Брайана Джонса, а не про группу в целом(хотя для чего тогда нас, зрителей, пытались познакомить с другими участниками группы, я не знаю), тогда все равно возникает вопрос: ГДЕ МУЗЫКА? Между прочим, Брайан Джонс великий гитарист; воистину духовный человек способен так глубоко чувствовать свой музыкальный инструмент. Как же охото было увидеть именно эту неотъемлемую часть в фильме про Брайана Джонса, а не одно пристрастие к наркотикам. (Кстати, я надеюсь поклонники рок-н-ролла 60-х помнят, что наркотики имели главенствующую функцию обострения внимания, а не ухода от него.) В таком случае получается, что фильм конкретно про вредные привычки Брайана. Все полтора часа полностью посвящены такой узкой проблеме.  азве это не убого? Такой фильм  неуважение к памяти великому музыканту.

И все же я много подчеркнул для себя интересных моментов благодаря Аните Уолин, через которую можно заглянуть во внутренний мир Брайнана(показывается та любовь, при которой открывается совершенно иной, полный сюрреализма, мир), а также благодаря попытке раскрыть верную версию его гибели.

Фильм смотреть можно, но я сильно снижаю за зловещие выдумки.

Моя оценка 

4 из 10

P.S.- кинопоиск, рекомендуя посмотреть, приравивает этот фильм с фильмом The Doors. На мой взгляд, это большая ошибка, потому что тот фильм, действительно, про музыканта и его коллектив!"		yes	no	no						
86333_5	"
Талантливые люди всегда уходят очень рано  это всем известный факт. Наверное, они предчувствуют свою смерть и стараются жить на полную, брать от нее все!

Совершенно новое, но и интересное видение жизни и творчества КУЛЬТОВОЙ Г УППы, т. е. становления.

Любовь, секс, много секса, наркотики, очень много наркотиков, красивые девушки, самые красивые девушки  неотъемлемые атрибуты, звездной жизни.

Я просто в полном восторге, и не потому, что тут играет один из самых любимейших моих актеров  Лео Грегори  для него каждая роль, как отдельная жизнь, к которой он готовится, но потом вживается настолько, что про нет слов, а потому, что очень люблю фильмы, снятые в документальном стиле  этот именно такой. Камера через камеру  я бы так охарактеризовала.

Вроде как и документальное кино, но в тоже время очень художественное.

Туве  просто открытие для меня, безумно красивая актриса, но сыграла боевую подругу, очень хорошо, я, кстати говоря, поверила ей.

The stoned  это история, которую должны знать все, нравится  или нет, но Брайан Джонс стоял у истоков, он был великий человек, который не хотел жить как все.

10 из 10"		no		no	yes				pos	
86333_8	"
Для того, чтобы снять фильм о знаменитом человеке, надо быть фантастически смелым, потому что с признанием зрителей и количеством наград (если они есть, конечно) следует и критика со стороны тех, кто помнил и знал этого человека. Стефен Вули решил, по-видимому, выступить камикадзе и взять всю ответственность за образ легендарной группы на себя. 

Фильм действительно станет легендарным, так как несёт с собой память о Брайане Джонсе и тех вещах, что он создал и показал всему миру. Я не являюсь поклонницей Rolling Stones, но, несомненно, не могу не уважать их работу и популярность, которую они получили по праву. Но именно то, что я не следила за творчеством группы, увело меня с пути скептицизма, и я сужу о фильме как о самостоятельном творении, а не об экранизации жизни и творчества Джонса.

Честно признаюсь, что В дурмане я решила посмотреть только из-за того, что там играет Бен Уишоу. Да, роль у него мала, но он играет Кита  ичардса, значит, его стоит ценить за то, что его взяли на эту, поистине достойную, роль. Тува Новотны  милая и симпатичная девушка, замечательно смотрится на экране, но, на мой взгляд, ей не хватает симпатии и уважения к своему персонажу, что есть у других актёров, и именно поэтому образ подружки того самого Джонса получился полусухим. 

Но больше всего меня поразил Лео Грегори. Жаль, что он не широко известный в  оссии актёр. Он так мне запал в душу, его улыбка так заворожила меня, а актёрская самоотдача поразила невероятно, что я поняла: хочу посмотреть фильм ещё раз. 

Хочется сказать спасибо оператору: очень понравилось, как снят фильм. Качественно и интересно. И, конечно, сценаристы  большие молодцы, диалоги со смыслом и в словах почти нет пошлости, хотя жизнь Джонса была буквально заполнена развратом. 

В общем, фильм мне понравился, хотя на Оскар не тянет. Но Золотой глобус я бы ему дала."		yes		no	yes	pos		neut	pos	
97639_2	"
Сила, мужество, вера в себя  вот те качества, которые должен воспитывать в себе каждый человек, но мы не всегда следуем этому правилу, порой просто живем, как живется, плывем по течению. Но что делать молодой девушке, которая души не чает в танцах, но ее карьера и вся радость жизни указываются под угрозой? 

Mayuri - это пример для всех, кто потерял веру в себя. После этого фильма встаешь с уверенностью, что можешь перевернуть весь свет. 

Не говоря уже о самой истории, отдельно хочется отметить дебют Судхи, как актрисы. Я не хочу обсуждать ее как человека, мне кажется и до и после меня много было и будет написано, такими людьми нельзя не восхищаться. Но меня очень поразила эта девушка, как актриса. Если честно я порой и актрисам с огромным стажем не верю, но этой девочке удалось вспомнить все пережитые ею страдания и передать их нам. Возможно, это заслуга именно ее танцевального таланта, мы ведь все знаем, что такое индийский танец, задействованы в нем оказываются не только ноги и тело, но и руки, голова, и, что главное, глаза, которые должны рассказывать нам то, о чем девушка танцует. Так что здесь Судхе просто апплодирую стоя. 

Также нельзя не отметить игру Нарьяна П. Л., игравшего папу Маюри в телугу-версии, последняя его сцена, когда он переосмысливает всю свою жизнь и плачет, когда он уходит сквозь слезы, это просто потрясающее А его эти милые смелые мечты, как вставки посреди фильма, заставляли меня расслабиться и смеяться, забывая какая на самом деле тяжелая тема поднята в фильме (в отличие от того же Black или Guzaarish Санджая Лила Бхансали). 

Вобщем, фильм оочень достойный, потрясающая постановка, операторская работа, фильм яркий, красочный, танцы, актерская игра Все на высоте. 

И даже некоторые недостатки сценария (жизнь Судхи в фильме сильно драматизировали, на деле все было несколько иначе) не могут испортить высокого мнения о фильме."		yes	yes	no	yes	neut	pos		pos	
65636_1	"
Чудесный фильм про немецкого дедушку Шульце. Герой отработал n-ое количество лет на шахте и вышел на долгожданную пенсию. Но заполучив свободу, герой понятия не имеет, как ею распорядиться. У него не осталось целей и идей. В прежней жизни он шел на работу и времени скучать не было. Теперь же ему самостоятельно приходится чем-то себя занимать, придумывать себе цели. К сожалению, это у него не очень получается. Он больше смахивает на маленького ребенка, о котором перестали заботиться родители, и теперь приходится делать это самому. Но все же, как бы безысходно он себя не вел, мир вокруг не перестал крутиться и Шульце попадает в кучу приятных и не очень ситуаций. 

Фильм довольно монотонный, серый и скучноватый как обычный день в немецком провинциальном гордке, но в то же время в нем присутствует тонкая ирония и юмор. Хорошо раскрыта тема одиночества. Нашел много общего с фильмом О Шмидте.

 екомендую посмотреть людям старшего поколения, кому эта тема более близка. Хотя я сам еще совсем молод, но получил огромное удовольствие от просмотра. 

7 из 10"		yes	no	no	no	pos				
65636_0	"Восхитительный, трогательный и очень стильный фильм о взаимодействии культур. Полька из германских пивных сливается воедино с музыкой брасс и зайдеко из болотной Луизианы. 

Баварский шахтер Шульце выходит на пенсию вместе с еще двумя своими приятелями  Манфредом и Юргеном. Теперь троица либо удит рыбу с моста, либо проводит время за нескончаемыми бутылками пива, ведя мерные беседы ни о чем. Но, в отличие от друзей, у толстяка Шульце есть и третье увлечение  он играет польку на аккордеоне, причем, продолжает отцовскую традицию. И вот, однажды, случайно включив радио, Шульце слышит иную аккордеонную музыку  луизианский блюз Zydeco. И так им проникается, что готов изменить традиционной польке! А тут еще приходит приглашение на музыкальный фестиваль в американском городе-побратиме из Техаса. В общем, судьба дает шанс непонятому в родных пивных Шульце встретиться с блюзом в его колыбели. 

А уж как убедителен исполнитель главной роли  Хорст Краузе! Ни одного лишнего движения, жеста, гримасы.  ежиссер Майкл Шорр работает очень лаконично, в основном  крупными планами, от чего в его фильме много воздуха: очень символично для истории о шахтерах. Тонкий юмор в диалогах, простые человеческие отношения, принципиальная неспешность повествования создают почти домашнюю атмосферу. Кажется, что ты  еще один персонаж этой истории, который вместе с остальными молча наблюдает за происходящим. 

Жаль только, что Schultze Gets the Blues остался единственным фильмом в карьере режиссера Майкла Шорра. Интересно было бы посмотреть и другие его работы. 

8 из 10"			no	no	yes					
79667_2	"
Продолжение истории о Покахонтас в целом мне понравилось. Графика не менее качественная, музыка не менее приятная на слух, вот только, что-то все равно не дает мне покоя и я не могу точно сказать, понравился ли мне этот мультик.

В первой части, принцессу показали нам с лучшей стороны, а во второй, несколько изменили характер девушки. Все-таки обидно, как резко и несправедливо, по отношению к зрителям изменился сюжет данного мультипликационного фильма. Очень обидно было видеть, как Покахонтас сама же и противоречит своим моральным ценностям и понятиям. Но все-таки, она по-прежнему слушает сердцем. Самое непонятное, это то, что Покахонтас 2 отличается от других сиквелов Диснея. Такого, казалось бы логичного хэппи-энда, видимого в первой части не будет. Зато, события будут развиваться совершенно в ином направлении. 

Еще один плюс мультика, что озвучка героев осталась неизменной, что очень приятно слышать.

7 из 10"		yes	yes	yes		neg				
