INPUT:id	INPUT:text	OUTPUT:id	OUTPUT:plot	OUTPUT:image	OUTPUT:music	OUTPUT:actors	OUTPUT:plot_score	OUTPUT:image_score	OUTPUT:music_score	OUTPUT:actors_score	HINT:text
93751_0	"Чёрная комедия — жанр для подготовленного зрителя. Для большинства людей существуют всевозможные табу, и «Киллер Джо» не придётся им по вкусу. Фильм даёт это понять с первой же сцены. Кроме того, стоит учесть, что в этом произведении не так много комедии, но зато «чернухи» хватает с лихвой.

Сын нанимает киллера для родной матери, чтобы получить страховку за её смерть — довольно интригующий логлайн. Последующий сюжет медленно набирает обороты, но так и задумано — всё это подготовка для последних 25 минут концентрированной трагикомедии. Это не значит, что первые три четверти плохи: просто они меркнут на фоне финальной. Фильм отлично скрасит вечер привыкшего к аморальному юмору зрителя. Открытая концовка также может заставить порассуждать о дальнейшей судьбе героев.

Отдельно стоит отметить еще не прославленного «Настоящим детективом» Мэттью МакКонахи, играющего вышеупомянутого наёмного убийцу. Его игра значительно выделяется на фоне коллег по цеху (одна сцена с курицей чего стоит!) и вызывает недоумение факт, что в начале 2010-ых актёр считался посредственным.

В итоге имеем неплохую историю на один раз, не без провисающих моментов, но однозначно способную развлечь.

P.S. Придётся отказаться от фастфуд-курицы на ближайшее время)"		yes	no	no	yes	neut			neut	
93638_0	Последний разгильдяй став в рады военно-морского флота США сможет не только победить свои недостатки , но и в пух и прах разгромить инопланетян с их супер-пупер технологиями. Великолепный фильм для воспитания тинэйджеров-патриотов Америки . Голливуд научился снимать фильмы в советском стиле. И видимо , учение пошло на пользу. Главные герои , кстати не курят и по-моему не пьют, что делает  их только круче ...		no	no	no	no					
94004_0	"всем и в обязательном порядке смотреть. Это же один из важнейших аспектов жизни нашего вида - а как мало мы ЗНАЛИ до Кинси. Подойти настолько беспристрастно к довольно щекотливой теме. 
Книги профессора Кинси до сих пор остаются самым популярным научным трудом.
Но это похоже получилась рецензия на самого Кинси, а не на фильм.
А что фильм? Достоверно снят, добротно смонтирован и качественно переведен."		no	yes	no	no		pos			
93644_1	Да, брак-это самый важный шаг, ведомый сердцем, а мы его редко слушаем.Фильм очень понравился.Хорошие актеры, динамичен, смотрится легко. Второй раз захочется посмотреть не сразу, но захочется.С высоты своего возраста просто рекомендую почаще создавать такие фильмы, а не те, которые настраивают ждать богатых невест, или богатых женихов. Ведь все равно из браков, где задействованы чувства наживы редко получается что то стоящее.  И молодые люди ожидают принцев и принцесс, а те знаки свыше как то никому не нужны. Это сказка, но она может помочь молодым, создающим свое гнездышко, свои семьи , избежать ошибок, после которых придется долго расплачиваться.		no	no	no	yes				pos	
93732_1	"По сути дела те же самые Неприкаянные 2, только голливудских актеров поменьше, украинских статистов побольше да виды Крымские, да интерьеры заброшенной и разграбленной советской базы подводных лодок в Балаклаве.
Один раз посмотреть можно, не было желания выключить, но ко второй половине крутились мысли - сколько там еще времени осталось.
Финал недоделанный - думал будет традиционная встреча главного героя с семьей погибшего друга с вручением свернутого звездно-полосатого флага."		yes	no	no	no	neut				
93942_1	Не плохой фильмец!....В некоторых местах очень глупый , конечно)))....Но, в целом, - ничего. Один раз посмотреть можно!...Фильм о детях-беспризорниках, выросших в приюте с садистами-воспитателями.....соответственно, с больной психикой во взрослой жизни, благодаря, издевательствам в раннем детстве и психотравмам!....Иногда , была на их стороне))))....Так как, тоже росла в приюте и всю жизнь завидовала детям с родителями)))....И не понимала, за что маленьким детям даны такие муки в детстве, в виде воспиталок-садисток или педофилов-извращенцев....Моя оценка 8.		no	no	no	no					
93635_0	"За месяц до наступления долгожданного Праздника самое время обратить внимание на предновогодние комедии. Неважно в каком стиле сняты эти фильмы – классическом или авторском – все они о вечном: о добре, о чуде, о лучшей жизни и тех ожиданиях, с которыми каждый из нас вне зависимости от возраста связывает Рождественские деньки.

Именно так начинается фильм, первые семь минут настраивают на правильную волну. Есть интригующая сказочная завязка, когда чудесным образом по искреннему желанию маленького мальчика оживает говорящая игрушка. Простой, немудреный сюжет и одновременно – мечта всех детей. Дальше тоже все развивается хорошо: придумана вселенная, где люди привыкли к живому плюшевому Теду, с ним общаются наравных, его берут на работу, он звезда, получившая свою порцию славы, и вообще полноценный член общества, такой, своего рода, трехмерный Тамагочи, но самостоятельный.

Сразу отмечу удачное решение с русским названием картины. В оригинале фильм Сета МакФарлейна носит название «Ted». Его корни уходят в традиционное прозвище плюшевого медвежонка, которого в США и Западной Европе зовут Teddy bear. Свое имя игрушка получила еще в начале XX века, когда американский президент Теодор Рузвельт по прозвищу Тедди отказался собственноручно пристрелить на охоте загнанного медведя, так как, по его мнению, это было неспортивно. Медведь был затравлен собаками, забит до полусмерти и привязан к дереву, тем не менее Рузвельт все же отдал распоряжение застрелить животное, чтобы избавить его от мучений. Вся эта история попала в газеты, которые иллюстрировалась карикатурами. Детали ситуации со временем позабылись, и медведь, которого отказался застрелить президент Тедди, превратился в медвежонка. 

Само-собой подавляющее большинство российских зрителей знать не знает, кто такой Тедди, почему так зовут обычных плюшевых медведей, и уж тем более фильм с названием «Ted» не давал ни малейшего намека на его содержание. В некоторых кинотеатрах мира фильм прошел под названием «Thunder Buddies» (буквально «Громобратья»), но это отсылка к сюжетной завязке, она не дает корректного представления о сути кино, наоборот, может ввести зрителя в заблуждение, будто перед ним семейное кино и его можно смотреть вместе с детьми, а это вовсе не так. Стоит отдать должное конкретно русским локализаторам, которые выкрутились довольно искусно. Фраза «третий лишний» не только носит характер устойчивого выражения, но и наиболее верно соотносится с сюжетом комедии.

Именно наше название дает понять, что Тед, конечно, никакой не милый любимец детей, этакий медвежонок Барни, а герой фильма для взрослого зрителя. Он разговорчивый, расчетливый и предприимчивый. Тед спорит, бранно ругается, дерется, предлагает свои варианты решения. 

И здесь мы сталкиваемся с тем, что на уровне грамотно подобранного русского названия успехи переводчиков заканчивается, а довольно поверхностный дубляж губит значительную часть правильных ощущений от работы создателей. Смотреть «Ted» предпочтительнее в оригинале с субтитрами. В фильме полно уместной ненормативной лексики, масса шуток в разных от пояса направлениях, куча гэгов про секс, дурь и наркотики, привязанных к американской действительности.

Например, персонаж Сэма Дж. Джонса – Флэш Гордон – герой одноименного американского трэш-сериала 1980 года про супергероев. Интерес к этому творению нашел свое отражение в последнем проекте Сета МакФарлейна: фантастическом телесериале «Орвилл» – очаровательной атмосферной пародии на оригинальный «Звездный путь». Но чтобы правильно все это воспринять и оценить задумку авторов, хотя бы одну серию «Флэша Гордона» необходимо посмотреть, и смеяться над ролью Джонса в «Третьем лишнем», а не относиться к этому белобрысому дядьке как полному придурку, смутьяну, самодуру и вредителю.

Что касается актерского состава, «Третий лишний» силен именно этим – большим количеством приглашенных звезд на мини-роли. Алекс Борштейн и Патрик Варбертон – люди, которые озвучивают большинство персонажей в «Гриффинах», здесь играют в кадре. Есть «король вечеринок» Райан Рейндольдс в эпизодической роли и даже Патрик Стюарт (капитан Жан-Люк Пикар из «Звездного пути») выступает рассказчиком в оригинальном переводе.

Марк Уолберг и Мила Кунис справляются со своей работой спокойно, как от них и требуется, без изысков, просто работают в кадре. В этом смысле интереснее отметить главного автора Сета МакФарлейна, ведь он не только озвучил, но и анимировал Теда и вместе с актерами на площадке из-за кадра отрабатывал диалоги и реакции медвежонка.

Как и в других авторских проектах Сета МакФарлейна, в «Третьем лишнем» мы видим собственное прочтение о важном: о любви, дружбе, взрослении, расстановке приоритетов, преодолении инфантилизма сквозь призму жесткой сатиры над типичным представителем американского среднего класса. 

«Третий лишний» не просто разовая комедия с говорящим похабным медведем, это фильм-предупреждение, что существующий порядок ценностей в американском обществе потребления и упор на праздность существования до добра не доведут. И даже шутки про представителей сексуальных меньшинств, казавшиеся резкими и ехидными в 2012, сегодня уже не едкие, а толерантные и актуальные. Тренд на геев, обворожительных полуиндианок и прочих носителей собственных убеждений и представителей мультикультур был выдержан МакФарлейном еще тогда.

Хочу похвалить фильм за музыкальные отсылки ко Вселенной «Звездных войн», «Рыцарю дорог», «Индиане Джонсу» и другим культовым лентам. Плюс, в музыкальной части, есть приятный оркестровый джаз. А сингл «Everybody Needs A Best Friend» в исполнении Норы Джонс и вовсе удостоился номинации на «Оскар» за лучшую песню.

Итог такой. Перед нами фильм небанальный и самобытный, не уступающий идущему сейчас в кинотеатрах кино под умопомрачительным русским названием «Здравствуй, папа, Новый год! 2» с тем же Марком Уолбергом в одной из главных ролей. А главное, что начинающийся как новогодняя сказка, через тернии специфического американского юмора и набор неочевидных решений героев, он и заканчивается чудом и хеппи-эндом.

Ругать «Третьего лишнего» можно и есть за что, но делать это просто так, из-за неидеального дубляжа и нелюбви к юмору такого типа, – решение односложное и недалекое. Куда правильнее посмотреть – и составить собственное мнение.

Вторая часть «ТЕДа», как и «Плохой Санта 2», – на любителя и, в основном, портит идею оригинального фильма, но первый «Третий лишний» получился явно нелишним и рекомендован к просмотру в компании хороших друзей, любимого человека, да и для индивидуального просмотра наедине с самим собой не так плох."		yes	no	yes	yes	pos		pos	pos	
94011_2	"Прочитав комментарии просмотревших фильм, конечно понимаешь их, что надоело уже одно и тоже, ну сколько уже можно мучить эту девушку с чёрными волосами. Но я бы не сказала, что фильм сильно уж похож на старые проклятья.  В них еще если меня не подводит память вместе с девушкой с чёрными волосами бегал маленький мальчик и громко кричал как кошка.  А еще были японские звонки, трилогии, которые потом переснимали американцы. 
Как всегда оправдывается версия, что самое страшное- это японская девушка с черными длинными волосами. Если раньше она могла только уткнуться носом в экран вашего телика, теперь, благодаря новым технологиям она может выйти за его пределы и уж точно вам не сдобровать, потому что она уже где то сидит в вашем браузере, и вот вот появиться не экране монитора.
В отличие от американских девушек, типа Миллы Йовович, которая прекрасно знает технику боя с противником как с оружием, так и без него, нашей героине это ничего не надо. Она умеет прекрасно бегать и так громко кричать, что злодей будет повержен. Конечно девушка в белом платье с черными длинными волосами нам порядком надоела. Поэтому режиссер добавляет загадочных существ в стиле Стивена Кинга. Раньше это были девушки, но когда злодей сбросил их в колодец, к нашей Садоку, которая в этот раз не так уж и ужасна как в предыдущих  фильмах. Они мутировали  и превратились в длинноногих существ, которые могут только ползать на четвереньках. А еще они могут рычать и кусаться. Но не понятна затея злодея, для чего это он все затеял скидывать девушек в колодец и вообще оживлять Садоку. Но его затея не сбылась, потому что в конце добро победило зло. И все закончилось благополучно, так что посмотрев на ночь фильм, можно спать спокойно."		no	no	no	no					
93644_3	Классическая романтическая комедия, добрый и симпатичный фильм, достойный представитель своего жанра, который российским режиссерам традиционно не удается: получается либо пошлятина, либо просто плохое глупое кино. А здесь все получилось! Хорошие актеры, встречаются неплохие шутки, достаточно оригинальный сюжет, фильм хорошо снят. И, главное, никаких пошлостей, что отличает это кино от работ других КВНщиков. Пересматривать не буду, но посмотрела с удовольствием.		yes	no	no	yes	pos			pos	
94005_0	Тягуууучий, актеры словно не живут в предложенной авторами реальности, а так вышли на прогулки, что в зеленом периоде, что в желтом периоде. какие-то одинаковые переживания, ни усталости ни страха! А ведь такая заварушка не должна проходить бесследно. это первое что бросается в глаза. что касается сути фильма, то видимо сценарист дал возможность зрителю увидеть разницу между спокойствием в зеленом, планами надеждами, чем-то прекрасном, и, алчностью. мнимостью героев решивших обвести вокруг пальца то ли коза-ностру то ли якудзу.		no	no	no	yes				neg	
94010_1	"Бугай плохой человек. Очень плохой. Нет, не злой. Просто плохой. Нельзя снять плохого человека, хорошим? Ну, как сказать, как посмотреть.
С волками быть, по волчьи выть? То не про него. Он Антигерой антисистемы ценностей, шиворот навыворот. Хочет он того или нет - кулак справедливости, правды. Часто люди закрывают эту самую правду, придумывая ширму из оправданий. Бугай настолько плохой, что всегда открывает эту ширму из вранья, и наказывает. Причастен к убийству - умри не своей смертью. Это бич, наказание. Хотя он об этом и не догадывается, наверное.
Очень харизматичный анимационный фильм. Это фарс, карикатура, пародия. Смотреть его интересно еще и потому, что он наполнен качественными ключевыми моментами. Не зря у него высокий рейтинг. А вот делать продолжения не нужно, испортится момент. Смотрите! 9 из 10."		no	no	no	no					
93637_2	"""Белоснежка и Охотник"" - это сравнительно неплохой фильм, если рассматривать его исключительно как киносказку. Но, в целом, этот фильм довольно таки слаб.

Но всё есть кое-что, что действительно понравилось. Очень красивыми и проработанными вышли костюмы. Они были настолько хороши, что за это фильм был даже номинирован на Оскар в номинации ""Лучшие костюмы"". Прекрасными вышли и спецэффекты. Компьютерная графика смотрелась действительно реалистично. Картинка в ленте красочная и сочная.
Противоречивые чувства оставляют экшен-сцены. Некоторые из них смотрелись впечатляюще, но многие выглядели крайне коряво и нереалистично, даже для киносказки.

Абсолютно всё печально с сюжетом. Он малоинтересен, скучен, наполнен до краёв штампами и клише. Персонажи вышли однобокими и неразвивающимися. Особенно слабо вышла королева Равенна. Она самая примитивная злая королева, что можно придумать. Шарлиз Терон хоть и играет эту героиню неплохо, ситуацию это не спасает.

Кстати, об актёрах. Почти все играют крайне блекло, не вызывая никаких эмоций. Крис Хэмсворт даже не старается, он неоднократно доказывал своё актёрское мастерство, а здесь явно халтурит. Эмма Стоун тоже не впечатлила. Но стоит отметить, что здесь она играет, конечно, лучше, чем в печально известных ""Сумерках"".

В итоге фильм только с натяжкой можно назвать середняковым. В нём всё сделано слабо: и сюжет, и персонажи, и актёрская игра. Да, в фильме добротный визуал, но одной красивой картинкой фильм не спасти."		yes	yes	no	yes	neg	pos		neg	
93869_1	"До того как снять ""Аватара"" Джеймс Кэмерон снял романтический фильм-катастрофу, про кораблекрушение самого большого судна на тот момент, и про любовь двух совершенно непохожих друг на друга людей. Картина покорила миллионы людей по всему миру, и до сих пор продолжает это делать.

Джек и Роза совершенно из разных миров. Первый, является художником-бродягой, который живет только сегодняшним днем, а вторая особа из знатной семьи, которую собираются отдать замуж за нелюбимого человека, да и хочет она такой же свободы воли, как у Джека. Герои сближаются, но внезапный айсберг разрушает всю идилию, и возлюбленные обязаны бороться за жизнь. Но что самое удивительное, ни при каких условиях они друг друга не бросят, ведь если ты по настоящему любишь, то будешь любить до конца.

ДиКаприо и Уинслет очень органично смотрелись друг с другом, и с ролями они справились хорошо. Об их персонажах написал выше, так что поговорим о других.

Билли Зейн - его персонаж, тот самый нелюбимый, за которого должна была выйти главная героиня. Очень властный и жестокий мужчина, который ни во что не ставит ни свою будущую жену, хотя всячески уверяет обратное, ни пассажиров ""3 класса"", обычных людей, без каких-либо привилегий. Можно даже посчитать его главным антагонистом фильма.

Так же хочется отметить Кэти Бейтс, которая за 20 лет вообще не изменилась. Ее героиню в верхних кругах считали большой сплетницей, поэтому и дел иметь с ней не хотели. Но на самом деле эта женщина была очень доброй и отзывчивой особой, которая помогала Джеку чувствовать себя своим в светском обществе. Было приятно видеть ее актерский талант.

Эффекты все на высшем уровне (ну это же Кэмерон), но саундтрек выше всех похвал. Особенно песня Селин Дион ""My Heart Will Go On"", которая стала гимном всех влюбленных на очень долгое время. Она неотъемлемая часть ""Титаника"" и всегда ею будет.

Даже спустя 20 лет, эта история любви поражает, а катастрофа так же пугает. Можно пересматривать данную картину еще и еще, даже не смотря на довольно большой хронометраж в 3 часа. Фильм определенно является одним из моих фаворитов, который обязаны посмотреть все."		no	yes	yes	yes		pos	pos	pos	
93732_0	"Прежде чем посмотреть фильм, я, естественно, насмотрелся скриншотов и трейлеров - бравые парни с долей юмора крошат налево и направо. Вот такое впечатление у меня сложилось в начале.

Но рука ""рассейского"" кинематографа дает о себе знать - вместо возможной сильнейшей завязки в первые 20 минут происходит нечто невразумительное и если вы надеетесь что к середине фильма ситуация изменится, то вы ошибаетесь.

Главный злодей не харизматичен и в принципе притянут за уши, как и весь сюжет... К сожалению. Задумка на самом деле - бомба, а вот реализация полный ад.

Кино на один раз под пиво. До конца досмотреть не смог."		yes	no	no	no	neg				
93637_1	"2012 год, действительно, был годом не только несостоявшегося конца света, но и годом Белоснежки. На большие экраны вышли сразу три экранизации. 

Сингх после замечательных «Запределья» и «Клетки» снял взбалмошную комедию «Белоснежка: месть гномов». Повышенный градус трэша виден уже в названии, а когда видишь гномов–разбойников на ходулях, принца, ведущего себя как собака, Белоснежку с такими огромными бровями, что кроме них я вообще не запомнил ничего – в безбашенности фильма убеждаешься.

Вторая «Белоснежка» менее известна. Её сняли в Испании. Черно-белой и немой. Фильм вынашивался восемь лет, и сюжет сказки был перенесён в Испанию 1920-х годов. Коррида, страсть, зной, кровная месть – и прочая. Фильм понравится не каждому, но вышел он удивительно стильным. Художественным. В своей Испании «Белоснежка» собрала кучу наград.

И вот на фоне этих неоднозначных работ «Юниверсал» решает выстрелить блокбастером с бюджетом в 170 миллионов долларов! Море графики, слоумо, фехтовальных изысков и массовых баталий… Да, это «Белоснежка»: сказка про злую королеву, домик в лесу и семерых гномиков с мотыгами. Вот так видно сказку сквозь призму «кинобабла».

«Белоснежка и охотник» неведомого Голливуду режиссёра Руперта Сандерса решил удивить мир не веселым трэшем, не тонкой стилизацией, а пафосом. Зашкаливающим пафосом. Благо, бюджет позвояет. Именно поэтому Белоснежкой стала Кристен Стюарт, которую на Олимп пафосного кинематографа вознесли «Сумерки» (то ли три, то ли четыре на тот момент). Охотником стал Крис Хемсворт – в общем-то, неплохой актер, которого на тот момент все узнавали как ГГ первого ужасного и – конечно – пафосного первого «Тора»!

Шарлиз Терон в диадеме злой королевы, наверное, сидела между ними и недоумевала: что я-то здесь делаю? Конечно, и она не без греха – замазалась в пафосном «Эон Флаксе»… но это когда было! Шарлиз давно загладила свою вину.

Поскольку пафосный экшн на классической сказке про кроткую принцессу не сделать, создатели блокбастера решили провести ревизию диснеевского образа Белоснежки. Это уже не кроткая девица, а вроде как самостоятельный активный герой. 

Почему я написал «вроде бы»? Да потому что глупость ответственных за кастинг поставила на эту роль «Бэлу». Ну, и что, что она была на пике славы? Вы же видели «Сумерки», видели, как вялой камбалой бродит Стюарт в кадре! Какая из нее будет сильная героиня?! Хоть какой сценарий вы ей напишите, хоть пять мечей ей во все руки дайте – будет провал. Надо признать, Стюарт на этот раз старалась больше, мы видим уже какую-то местами ярко расцвеченную игру. Но всё равно – на фоне своего антагониста – королевы Шарлиз Терон – она была как кисель! А ведь принцессой могла быть Дакота Фаннинг!

В итоге зритель видит ненастоящность происходящего. Посмотрите, какой у нас здоровый воздушный шар, кричат создатели фильма… и потряхивают тряпкой, волочащейся по полу. Никакой сценарий не спасет фильм, если актёры не вывозят задачу.

А сценарий тоже далеко не тарантиновского уровня. Ну да, в новой версии радикально изменилась роль охотника из сказки. Но её уже прекрасно было видно из анонсов, из трейлера. Так что в кинозале никакого слома, никакого «вау!» не произошло. Все шли в кинотеатр, зная, на что шли.

А в итоге – низкие сборы. Прокат по США даже не отбил расходов на съёмки фильма. Только мировой прокат помог создателям фильма отбиться – всё-таки имена и лица бога Тора и вампирши Бэлы сделали своё дело. А вот вторая «Белоснежка и охотник» в плюс уже не вышла – помнили люди неудачный первый фильм."		yes	no	no	yes	neg			neg	
